hogar;agente;tipo_domicilio;forma_pago;dia;hora;duracion_minutos;valor
449;41;3;2;22;13;42;200000
503;36;3;2;18;11;22;73000
50;36;3;1;8;15;56;191000
909;92;4;1;30;18;44;61000
449;4;4;3;31;2;41;13000
648;8;1;1;28;14;41;140000
49;25;4;3;15;2;30;186000
632;67;4;2;23;23;44;109000
207;15;1;1;24;11;10;18000
524;44;1;1;22;22;25;157000
984;43;4;3;7;6;36;62000
577;71;2;2;2;21;46;56000
877;69;2;1;19;9;17;176000
754;31;3;1;21;12;12;147000
627;24;4;1;14;22;53;167000
286;71;1;3;18;19;11;72000
737;15;4;1;10;19;17;104000
5;27;2;1;4;21;48;83000
207;33;2;1;21;13;43;117000
699;89;1;2;20;13;59;132000
951;32;4;1;31;17;39;177000
66;66;3;3;23;0;48;124000
347;30;2;1;26;12;53;187000
705;51;2;1;12;21;25;76000
1000;43;2;2;15;0;35;45000
965;75;2;2;20;22;43;121000
521;49;2;3;12;6;31;39000
457;71;1;2;29;5;33;41000
612;75;1;3;30;3;20;175000
259;40;3;1;13;0;49;84000
669;58;1;1;14;3;27;176000
592;27;4;2;27;11;45;31000
569;45;1;2;3;8;31;45000
483;13;3;2;2;22;13;65000
57;3;2;3;1;1;40;35000
275;64;3;2;12;6;50;46000
184;57;4;2;9;7;35;29000
199;45;3;3;29;21;41;141000
760;77;2;3;11;12;19;21000
579;95;4;1;19;17;35;15000
26;6;2;2;19;9;52;178000
281;22;2;1;19;14;33;152000
453;58;3;2;14;9;45;61000
268;46;3;2;22;18;48;41000
336;35;1;1;11;10;36;6000
526;29;3;1;20;19;25;133000
488;13;2;1;6;19;16;34000
303;97;4;3;19;8;10;41000
26;64;1;2;10;1;45;73000
747;31;3;1;19;8;28;118000
687;62;2;2;11;13;42;101000
628;22;4;3;28;22;31;35000
236;85;4;1;30;19;23;72000
917;17;1;3;24;14;30;187000
713;34;1;2;2;1;55;59000
547;46;1;1;5;6;41;122000
7;36;1;2;12;14;30;19000
435;71;1;1;21;16;13;146000
552;77;4;2;8;18;16;149000
185;33;2;1;3;20;17;167000
245;5;2;2;15;18;49;47000
505;88;4;2;7;10;35;139000
744;37;4;3;31;6;47;14000
280;30;2;2;6;22;21;107000
988;53;3;1;8;21;34;15000
739;19;3;1;3;18;31;26000
749;27;3;2;12;20;13;20000
814;64;1;2;28;18;21;76000
468;66;3;3;2;10;12;22000
361;44;1;2;5;0;38;81000
70;68;1;3;25;12;52;129000
104;29;2;2;4;12;45;37000
614;24;2;3;27;12;15;158000
555;91;3;3;13;18;35;191000
646;29;4;3;11;6;56;126000
227;77;3;2;8;7;34;23000
795;52;3;3;31;1;26;103000
343;46;1;3;25;10;58;195000
357;81;4;1;23;14;45;3000
189;20;4;2;24;21;47;68000
852;6;4;2;18;4;34;112000
134;24;1;1;14;0;30;140000
534;70;1;1;10;16;57;170000
933;37;1;2;9;4;25;195000
514;2;4;1;8;7;57;102000
559;68;2;1;3;17;37;98000
907;34;3;2;24;15;25;199000
643;29;1;1;16;12;13;88000
116;75;3;3;13;22;28;2000
293;83;4;3;10;1;16;5000
84;39;4;3;2;1;52;159000
783;37;1;1;5;9;30;101000
649;93;2;3;16;8;32;77000
162;54;3;2;24;17;54;171000
485;62;3;1;22;15;58;133000
604;94;2;3;26;1;50;76000
635;45;4;3;24;6;49;9000
826;8;4;3;26;20;49;9000
131;90;3;2;28;4;53;168000
938;69;1;2;11;2;41;44000
198;52;4;1;12;10;10;154000
363;60;4;2;22;10;47;51000
348;31;2;1;1;11;25;99000
748;81;2;1;14;9;55;18000
520;55;2;1;29;11;24;155000
397;99;2;2;11;0;34;76000
170;96;1;2;18;22;12;196000
390;50;1;2;24;1;28;196000
238;30;4;1;3;15;15;6000
427;15;2;2;3;21;28;187000
343;68;4;1;16;15;10;70000
228;63;3;2;7;1;33;113000
407;50;4;3;19;10;25;175000
148;97;2;3;3;20;21;77000
914;33;4;2;20;21;13;177000
824;20;1;2;19;15;29;72000
249;56;2;3;9;12;53;41000
984;58;4;1;1;21;33;85000
46;54;1;1;2;20;25;91000
374;87;1;3;5;0;32;56000
775;29;2;1;13;18;36;192000
734;26;1;1;2;7;18;166000
223;59;3;3;8;14;24;114000
272;3;3;1;30;0;45;88000
418;9;4;2;27;10;58;22000
438;62;1;1;31;15;52;87000
722;30;4;3;24;7;27;19000
61;21;3;1;13;1;17;81000
52;76;3;3;12;7;14;173000
167;81;4;2;12;5;49;56000
693;72;3;1;6;4;23;188000
298;71;3;1;23;3;28;159000
136;14;1;3;4;5;54;5000
884;59;2;1;23;19;10;11000
563;91;3;3;20;23;54;31000
116;38;2;3;11;16;28;139000
33;49;1;3;8;5;17;68000
724;92;1;3;14;8;49;47000
792;80;4;1;23;12;44;157000
631;2;2;2;22;5;15;81000
942;50;4;1;31;3;22;150000
904;47;3;1;18;6;55;63000
98;70;2;1;19;18;59;92000
358;33;2;3;7;10;15;36000
323;6;3;1;10;2;35;81000
737;25;3;1;13;6;28;80000
235;21;4;1;21;11;27;73000
687;3;2;1;3;8;51;194000
582;54;3;1;25;17;40;33000
787;30;1;2;17;5;18;55000
760;3;2;1;3;18;40;98000
176;48;3;3;3;21;50;197000
846;56;2;1;11;19;26;197000
247;78;2;2;26;21;32;3000
951;65;2;3;17;3;47;136000
415;39;2;3;31;1;16;142000
585;65;4;3;25;15;44;24000
237;35;3;3;22;10;10;197000
104;43;4;2;20;7;43;148000
10;25;2;2;31;1;24;66000
627;9;4;1;20;9;34;182000
782;48;3;3;27;17;44;68000
733;70;3;3;12;9;20;44000
281;77;2;2;22;9;55;33000
633;43;3;2;15;11;39;171000
552;9;4;3;6;23;23;40000
948;11;1;1;22;15;31;81000
927;70;3;2;18;22;47;57000
473;71;4;1;13;15;21;133000
327;70;2;3;3;5;28;63000
461;54;2;3;12;2;13;159000
822;37;4;2;24;12;25;149000
8;74;4;1;16;9;41;49000
82;32;3;1;15;4;47;26000
994;62;3;2;29;22;45;8000
690;35;2;1;13;13;22;12000
43;17;4;2;21;8;10;74000
478;30;4;3;21;9;55;161000
125;8;3;1;15;21;26;69000
783;65;4;3;28;5;41;51000
844;78;1;1;13;18;16;75000
83;9;3;3;25;19;27;86000
551;71;3;3;24;12;20;61000
431;42;1;2;26;7;25;165000
619;59;1;1;28;17;27;123000
891;11;4;1;19;21;22;87000
358;31;3;2;27;19;55;53000
410;84;1;1;2;18;28;77000
375;38;1;3;16;1;26;131000
173;75;1;3;8;11;40;22000
969;10;1;2;24;15;57;5000
392;38;4;1;29;16;49;101000
407;24;2;3;25;1;11;175000
201;4;4;1;2;10;50;160000
320;100;3;1;23;9;49;11000
604;57;1;3;12;19;30;59000
533;28;3;3;11;5;44;196000
553;22;4;1;16;23;31;196000
887;93;3;2;7;7;28;78000
408;46;2;1;26;7;46;65000
754;13;1;1;17;21;42;183000
18;55;1;2;3;15;18;4000
229;27;3;3;22;23;18;177000
790;90;3;1;31;0;32;196000
915;93;1;2;13;9;15;132000
858;58;3;2;15;1;19;16000
779;81;1;3;18;14;43;21000
717;59;4;3;1;2;47;115000
903;27;2;2;8;15;38;96000
759;6;3;1;20;13;39;119000
44;67;1;3;25;8;44;135000
76;69;2;3;23;20;35;30000
107;77;2;2;1;3;59;47000
597;54;3;2;17;18;47;174000
903;19;3;2;18;23;57;54000
79;74;2;2;27;5;37;181000
196;24;3;3;6;6;19;62000
398;26;3;1;20;21;32;183000
183;23;1;1;12;13;21;81000
78;21;3;1;10;17;49;179000
251;11;4;2;15;0;24;41000
432;22;1;1;28;18;48;44000
972;78;4;1;19;3;19;45000
212;27;4;2;13;11;45;158000
632;92;2;3;13;4;54;137000
521;66;3;1;26;14;29;13000
742;23;3;3;3;19;46;100000
341;98;1;2;13;20;38;146000
815;39;3;3;29;15;59;56000
21;100;2;2;5;9;34;102000
468;79;3;3;17;21;35;185000
154;56;2;2;13;22;34;92000
885;23;2;1;1;16;36;136000
831;9;4;2;3;20;11;160000
356;32;2;1;30;12;42;71000
536;8;4;3;19;11;10;116000
937;8;2;1;5;5;24;85000
386;38;4;2;5;11;18;22000
735;93;1;2;15;19;14;140000
344;95;2;2;1;7;20;121000
152;72;3;1;7;21;32;193000
906;40;4;2;8;13;24;101000
140;77;4;1;4;22;26;20000
383;31;4;1;25;7;54;82000
787;3;2;1;24;0;31;115000
484;11;1;2;22;10;27;61000
449;21;2;3;1;8;58;36000
292;54;3;1;24;23;59;135000
848;63;3;1;18;17;23;52000
232;75;3;2;16;17;10;110000
97;7;1;2;17;6;20;82000
460;17;1;3;24;1;34;58000
402;78;3;2;5;8;11;20000
761;70;2;2;7;10;27;179000
981;95;3;1;15;1;26;194000
875;60;1;1;22;12;33;163000
754;71;4;2;21;19;53;144000
670;4;1;3;18;9;18;81000
567;50;3;1;4;16;40;135000
879;42;1;2;29;13;31;1000
481;42;3;2;29;16;11;53000
240;41;4;3;5;13;12;176000
519;84;3;3;30;12;25;147000
428;54;4;3;1;14;30;16000
621;60;2;3;6;21;30;114000
421;79;1;3;6;3;52;194000
437;11;3;2;7;4;38;116000
334;10;4;2;25;12;37;129000
619;41;3;3;15;8;19;117000
412;61;3;1;24;17;58;55000
947;62;3;2;10;4;45;179000
292;36;2;3;14;3;10;144000
147;77;2;3;21;12;11;158000
597;65;2;1;20;6;34;137000
176;59;1;3;22;23;12;47000
414;90;1;2;31;1;22;17000
573;51;2;2;24;20;46;119000
931;10;2;1;13;4;56;176000
187;69;4;3;19;10;17;79000
292;8;4;2;7;21;58;102000
579;93;3;1;17;0;52;27000
688;43;1;1;28;4;30;5000
472;35;1;1;21;15;26;196000
516;54;2;1;5;23;10;48000
397;28;1;2;12;3;34;6000
894;64;3;3;25;18;22;51000
884;60;3;3;13;7;54;8000
660;84;4;3;9;0;29;189000
547;99;4;2;22;22;55;174000
838;57;1;3;13;6;48;156000
82;1;4;2;16;1;41;165000
707;39;2;3;10;5;48;188000
605;43;1;2;15;0;53;26000
153;41;3;2;3;9;50;196000
998;48;1;2;29;16;59;167000
451;79;1;2;22;20;29;77000
801;36;1;1;2;16;12;143000
581;85;1;2;2;8;53;76000
643;19;1;1;28;13;42;200000
109;78;1;2;22;23;14;117000
606;86;4;3;17;14;34;24000
691;55;1;2;13;18;48;146000
461;64;1;1;24;3;36;36000
403;52;2;2;18;5;17;196000
206;11;2;2;9;2;56;159000
611;24;2;3;17;21;39;172000
130;79;4;2;23;23;54;100000
53;22;1;2;2;1;38;114000
514;65;2;2;19;13;28;185000
71;27;3;3;12;18;30;35000
883;43;3;1;6;10;26;24000
58;92;2;2;2;12;35;139000
893;33;1;2;8;8;27;18000
363;50;2;2;27;20;53;192000
632;42;4;3;10;9;16;105000
369;42;3;1;12;12;36;37000
739;40;2;1;26;13;16;192000
93;72;1;3;3;0;22;6000
256;97;2;2;10;3;36;129000
375;55;2;3;21;19;59;52000
344;26;2;1;15;1;52;118000
314;74;1;1;7;13;27;13000
798;83;2;1;5;0;59;173000
159;64;2;2;23;19;19;60000
985;39;4;1;8;4;35;193000
836;40;3;3;5;9;49;167000
728;71;4;3;8;16;51;191000
460;24;4;2;12;4;40;86000
209;30;4;2;26;1;21;109000
850;83;1;1;31;12;27;21000
311;68;1;1;7;21;20;16000
172;85;1;2;27;12;37;93000
240;33;3;3;24;4;47;74000
330;59;4;3;2;10;26;80000
87;53;3;2;5;20;11;131000
556;64;2;1;12;23;44;113000
619;68;2;3;8;22;18;63000
451;25;1;2;14;6;54;162000
476;29;3;2;31;4;17;156000
170;58;4;2;5;8;28;59000
64;72;4;1;31;23;16;170000
775;77;1;1;19;13;19;166000
581;72;4;1;7;9;44;159000
3;32;4;2;21;14;47;16000
93;94;2;3;4;4;35;160000
581;65;1;1;17;7;57;31000
179;67;3;3;22;10;54;184000
756;45;1;3;5;16;28;16000
792;10;1;1;24;9;16;140000
41;38;2;1;16;16;33;34000
306;24;2;3;16;1;30;89000
494;42;3;2;28;13;45;96000
668;1;4;2;27;2;19;100000
154;64;2;2;11;16;34;173000
716;78;3;3;14;2;45;167000
63;8;2;3;2;14;56;193000
489;34;1;2;2;22;33;42000
556;5;1;2;6;17;24;50000
291;49;4;2;2;9;18;159000
156;17;1;2;20;5;44;48000
353;89;2;2;7;9;18;2000
811;55;3;2;3;4;16;49000
370;92;4;1;20;20;53;198000
112;3;4;2;20;0;27;49000
77;23;2;1;11;1;12;86000
896;5;3;2;29;17;25;101000
773;9;4;3;16;18;54;166000
45;1;3;2;17;1;56;65000
399;12;4;2;24;3;26;29000
766;87;4;1;6;17;41;149000
55;44;4;2;2;12;41;126000
227;44;3;2;26;7;25;157000
360;30;4;3;30;7;13;156000
987;70;2;1;10;23;41;188000
944;44;3;2;8;17;34;6000
251;94;3;1;13;17;41;44000
32;60;4;1;25;9;44;193000
462;89;4;3;29;2;47;132000
205;16;4;3;10;3;25;13000
770;21;4;2;6;3;31;99000
625;32;4;3;16;10;23;151000
173;16;3;2;13;0;16;120000
174;11;1;3;31;13;26;24000
363;28;4;1;27;14;11;158000
938;31;1;3;2;0;28;196000
32;8;2;1;1;8;40;51000
916;30;2;2;31;19;18;85000
885;9;4;1;12;12;21;47000
22;39;2;2;20;22;50;188000
527;47;3;1;22;18;53;87000
570;54;2;1;30;11;49;123000
859;65;2;2;17;6;38;144000
749;56;4;1;23;0;21;8000
756;83;1;2;18;22;49;116000
219;10;4;3;18;8;38;156000
16;81;3;2;28;7;23;133000
594;73;4;1;30;5;51;96000
454;68;1;3;11;22;15;92000
566;92;2;1;9;19;40;54000
67;20;2;3;3;2;30;55000
742;71;3;3;26;3;38;168000
199;7;1;3;9;19;34;72000
761;57;2;1;18;6;26;90000
62;2;3;1;11;19;47;136000
824;67;4;2;16;8;55;133000
963;43;1;1;6;12;46;160000
3;94;1;1;29;18;16;6000
598;21;2;2;22;17;31;60000
877;4;1;1;28;5;56;176000
249;55;2;3;18;4;32;18000
906;31;2;3;6;21;11;56000
29;82;1;3;5;19;58;51000
557;83;1;1;25;2;26;78000
422;76;4;1;19;7;39;20000
127;17;3;1;4;18;48;42000
384;64;1;3;12;19;47;183000
113;12;3;3;17;14;56;182000
92;85;3;3;4;6;20;194000
948;38;4;1;20;18;37;50000
576;89;1;3;7;16;55;64000
274;67;1;1;11;13;30;157000
415;28;3;2;23;21;20;32000
756;18;3;2;14;11;51;147000
580;11;2;2;5;1;15;30000
632;30;3;1;20;9;58;191000
170;88;4;1;23;7;46;5000
123;53;1;2;29;0;35;57000
270;29;4;1;21;14;24;96000
756;96;1;3;11;1;37;25000
758;21;2;3;5;20;44;164000
86;40;1;2;21;14;12;143000
744;39;4;3;5;21;41;72000
267;96;1;3;27;19;45;20000
429;6;1;3;9;2;25;149000
227;94;1;3;26;3;34;78000
268;61;2;1;5;11;43;191000
442;83;1;1;3;22;13;90000
754;38;1;3;27;7;47;59000
959;96;3;3;24;14;29;65000
392;50;4;1;23;2;24;195000
825;56;4;1;4;6;54;4000
289;20;3;2;6;0;29;179000
14;74;4;2;30;3;17;75000
238;31;2;2;31;20;19;5000
371;55;3;2;8;5;18;121000
223;71;2;1;10;5;43;194000
21;59;3;1;13;7;50;79000
193;24;3;1;22;8;39;123000
443;8;1;3;31;6;34;121000
981;36;4;3;7;0;26;15000
454;51;1;2;24;3;43;151000
138;70;2;1;24;3;51;27000
759;35;2;2;21;11;10;5000
301;22;1;3;31;14;28;25000
132;76;1;3;13;18;20;132000
336;22;4;1;19;8;28;198000
161;34;3;2;18;7;32;55000
380;52;3;2;13;15;24;118000
435;3;4;2;1;11;19;107000
915;51;4;1;26;0;14;97000
851;46;2;2;10;0;29;6000
349;31;4;2;12;19;11;45000
621;20;1;2;3;1;51;61000
281;79;4;2;26;12;25;132000
633;67;1;1;20;3;58;95000
138;58;4;3;14;4;56;87000
6;94;3;1;31;6;24;148000
711;65;1;1;30;8;39;94000
799;81;1;1;25;0;47;35000
713;90;4;2;2;21;44;24000
932;11;1;3;4;9;33;161000
760;2;2;3;29;0;27;75000
387;43;3;1;21;21;38;27000
825;100;1;2;2;5;12;167000
849;24;3;3;28;18;25;93000
999;93;1;2;23;12;47;149000
979;11;1;2;10;19;26;53000
86;92;4;1;12;15;34;8000
242;94;3;3;1;15;33;124000
590;37;2;1;30;5;19;147000
342;21;1;1;11;16;25;49000
150;23;4;1;23;3;41;76000
176;70;4;2;27;3;30;170000
625;22;4;3;16;12;33;35000
843;12;4;3;25;9;27;197000
54;78;2;1;19;18;59;110000
504;11;3;1;11;6;22;35000
361;81;1;1;15;5;35;111000
655;7;3;1;18;14;21;47000
587;81;3;3;8;20;22;114000
347;46;3;3;13;7;44;23000
53;1;4;3;5;7;38;129000
704;55;4;3;8;11;47;187000
618;49;1;2;27;17;29;81000
615;29;4;3;9;19;51;148000
749;93;4;3;17;13;23;12000
205;16;3;3;31;15;47;28000
654;19;1;2;21;14;16;26000
126;31;4;3;22;3;44;89000
223;91;1;3;15;12;31;68000
717;79;3;1;20;12;50;58000
33;81;2;2;10;17;44;144000
908;68;1;2;26;13;24;145000
793;38;4;2;13;7;27;92000
20;30;4;3;3;10;37;45000
424;93;2;3;7;5;18;141000
27;82;2;1;13;11;34;91000
742;97;2;3;20;14;17;163000
23;86;4;1;11;10;35;2000
133;18;2;2;25;3;55;120000
340;48;3;1;23;16;21;108000
972;12;4;2;19;0;55;114000
153;32;1;2;20;20;31;60000
901;91;4;3;17;10;15;77000
80;48;2;2;20;19;17;50000
653;56;4;1;25;3;58;28000
608;72;3;2;25;16;53;50000
48;37;4;3;18;18;57;191000
909;77;3;1;24;8;18;197000
385;6;1;2;16;4;19;95000
817;49;4;1;20;2;30;37000
87;76;2;2;14;12;55;38000
60;92;4;2;3;12;54;87000
422;97;1;3;14;15;28;150000
942;56;3;2;12;1;43;27000
585;24;3;1;17;10;55;156000
553;24;4;3;19;2;25;186000
998;40;4;2;22;15;45;6000
551;84;4;1;8;10;42;17000
547;4;2;1;18;22;40;56000
285;89;2;1;14;7;14;78000
584;51;2;1;17;23;49;145000
726;2;3;1;4;19;21;17000
221;48;1;2;16;3;28;77000
188;77;3;1;2;3;16;1000
560;51;4;2;22;20;45;41000
716;47;4;1;9;19;16;105000
703;85;3;1;7;4;54;192000
633;65;1;3;12;19;48;112000
576;52;2;1;23;9;48;198000
578;52;3;2;4;18;41;31000
122;75;1;1;17;5;52;113000
402;22;3;1;9;10;37;136000
745;35;2;3;13;16;42;57000
170;79;3;3;6;0;42;57000
211;37;1;2;17;2;46;142000
887;59;3;1;20;17;37;173000
276;94;2;3;3;11;39;171000
237;6;4;1;18;3;34;68000
22;98;1;3;26;18;46;195000
291;32;4;2;5;19;29;16000
94;15;3;2;13;17;43;19000
305;19;2;3;4;5;48;43000
767;68;1;1;8;19;42;64000
625;28;3;1;10;17;42;51000
85;21;2;3;8;15;15;132000
376;48;1;3;3;6;18;29000
418;6;3;1;22;19;20;18000
559;87;1;3;12;22;52;23000
603;12;3;1;20;2;38;74000
588;94;4;3;19;12;12;67000
740;11;1;2;10;20;27;21000
30;32;2;3;14;2;37;135000
87;2;3;3;17;5;13;3000
216;41;4;1;2;22;19;186000
386;28;1;2;1;6;42;115000
8;47;1;3;10;6;54;14000
989;23;2;1;4;13;35;171000
578;27;1;3;10;11;19;41000
743;71;4;3;24;2;39;186000
274;95;2;2;7;12;35;50000
331;17;2;3;8;6;44;54000
722;1;2;2;18;14;57;50000
339;9;2;3;20;13;47;156000
851;22;4;2;2;2;48;34000
714;30;2;1;27;17;25;48000
277;18;4;3;24;23;20;155000
873;54;2;1;19;14;37;164000
885;77;2;3;11;8;59;28000
859;54;3;1;8;18;29;188000
460;81;1;3;11;21;16;134000
144;38;1;1;7;14;11;55000
538;71;4;1;5;15;13;149000
816;6;1;1;16;0;34;100000
859;64;1;1;3;20;49;52000
961;31;2;1;17;9;52;163000
848;16;4;3;9;7;19;152000
964;58;3;2;31;21;43;63000
920;39;4;1;24;7;47;84000
810;54;4;2;25;15;27;92000
85;69;1;3;23;10;12;89000
146;92;3;3;9;3;24;193000
796;28;3;2;16;8;59;113000
792;89;1;3;16;4;46;13000
41;5;3;3;7;0;58;98000
210;38;3;1;18;18;21;163000
421;27;2;1;19;11;28;13000
427;40;4;1;24;22;23;36000
982;16;4;3;19;21;32;153000
661;16;2;3;6;1;18;141000
555;94;2;3;12;1;36;153000
304;3;1;2;4;6;44;156000
41;76;2;1;25;8;16;54000
385;58;4;2;2;11;45;93000
686;98;4;2;1;20;21;97000
457;7;1;2;16;1;57;89000
938;82;4;3;18;7;35;120000
104;71;3;1;17;23;59;198000
574;46;2;2;4;11;24;145000
296;88;2;1;26;22;38;14000
845;5;4;3;27;18;20;35000
957;2;3;3;2;13;16;32000
126;47;3;1;5;15;48;128000
786;83;4;1;5;11;41;164000
246;51;2;3;29;22;44;123000
963;77;4;2;23;22;35;63000
158;61;3;2;31;11;46;6000
636;77;4;3;6;22;35;185000
80;1;1;3;19;22;37;160000
113;73;4;3;23;17;37;20000
633;51;4;3;4;9;39;149000
910;52;2;2;11;21;11;52000
158;95;1;3;17;4;18;19000
988;89;3;1;10;15;14;68000
215;23;4;1;30;12;21;188000
455;63;3;1;17;23;29;125000
128;72;1;3;9;18;45;43000
490;23;1;2;8;5;38;104000
109;49;2;3;16;17;12;100000
758;80;1;2;19;16;34;180000
575;81;3;3;30;23;28;48000
595;15;1;1;15;22;41;196000
891;47;4;3;17;11;16;71000
282;82;3;2;14;13;29;123000
972;39;4;2;24;11;38;79000
945;35;2;1;27;23;10;192000
245;98;3;1;10;19;40;69000
762;33;2;2;19;1;53;154000
27;70;4;3;14;11;26;78000
309;46;3;3;7;5;48;124000
664;94;1;2;12;1;31;107000
413;44;4;2;22;3;43;120000
59;68;4;1;10;23;47;97000
849;51;3;2;13;6;43;157000
23;9;1;3;6;15;16;127000
177;65;3;3;23;0;25;127000
721;4;4;1;21;10;48;155000
288;64;3;2;18;23;21;121000
76;54;1;2;19;6;35;105000
276;32;2;1;22;2;40;93000
265;53;4;2;25;1;38;75000
897;67;3;1;21;16;21;119000
126;37;3;2;14;19;58;172000
397;23;3;1;18;6;54;168000
406;78;4;3;11;17;50;1000
328;35;1;2;24;0;12;147000
140;89;4;3;19;17;41;138000
692;48;1;3;14;16;34;14000
263;67;3;1;31;23;51;165000
600;6;2;3;29;9;51;85000
264;90;3;3;24;21;32;158000
781;96;2;3;23;12;55;92000
117;69;1;2;20;18;15;97000
47;20;2;1;18;16;50;95000
478;20;3;1;14;20;45;124000
798;60;4;1;23;0;36;144000
762;97;1;2;30;18;23;131000
80;25;3;1;3;14;58;187000
60;72;3;1;7;20;41;135000
952;55;1;3;29;8;55;195000
449;25;2;3;22;20;57;106000
839;67;3;3;17;20;40;96000
157;85;4;3;6;4;57;16000
714;56;3;2;6;12;12;151000
755;42;2;3;31;19;11;79000
488;84;2;2;14;14;42;176000
337;67;1;2;21;18;46;175000
692;75;4;3;16;9;26;177000
81;73;1;2;10;16;11;153000
24;62;2;2;9;22;18;97000
877;59;4;2;23;8;15;146000
793;26;1;1;12;9;22;84000
144;88;3;3;9;6;35;118000
832;86;2;2;19;11;28;190000
83;37;3;2;26;6;40;78000
199;85;1;2;27;22;21;14000
743;49;3;1;16;4;35;170000
143;17;2;3;17;15;14;8000
153;29;4;2;21;4;41;98000
540;100;2;1;30;11;23;33000
260;22;2;3;12;5;14;96000
218;63;2;3;25;19;47;2000
931;47;4;3;25;3;30;198000
841;4;1;2;8;6;29;27000
40;43;2;3;1;11;50;46000
224;71;4;3;5;5;21;197000
83;7;1;1;3;1;23;187000
11;74;4;2;17;1;56;70000
110;2;1;3;22;14;17;70000
805;83;4;2;7;6;10;43000
967;82;3;3;6;6;57;112000
436;47;2;3;7;12;50;134000
814;39;2;2;8;2;32;34000
917;80;4;2;2;0;13;168000
858;12;3;2;14;18;16;62000
936;30;3;1;10;16;32;31000
512;63;3;3;29;14;21;120000
236;1;3;2;26;10;30;130000
314;72;4;1;17;5;30;79000
587;45;4;1;6;16;53;140000
689;67;3;2;1;1;14;66000
222;9;1;1;19;10;23;173000
329;4;3;3;3;20;47;110000
88;5;1;1;14;23;19;197000
615;26;4;3;5;21;26;117000
95;46;2;2;7;8;50;154000
295;13;3;2;23;7;52;71000
353;99;1;1;19;2;48;127000
447;83;4;1;8;19;42;79000
658;5;1;1;17;15;28;43000
632;57;3;1;13;21;25;15000
653;66;2;2;4;14;45;113000
648;4;2;1;23;5;45;178000
563;68;3;2;21;15;49;73000
76;39;2;1;10;1;32;65000
880;69;1;2;11;18;49;175000
59;21;1;2;13;5;41;21000
653;25;4;1;29;2;32;13000
365;78;4;1;16;16;23;90000
131;31;1;2;6;17;28;43000
951;27;3;2;22;4;51;54000
518;13;2;2;13;13;33;129000
410;47;3;2;19;17;51;110000
81;39;3;3;26;1;56;58000
243;13;3;3;24;12;25;133000
952;29;3;3;28;3;13;68000
144;14;2;3;22;18;46;176000
673;79;3;3;15;4;37;4000
459;71;3;2;14;6;53;95000
936;70;1;3;3;15;48;7000
251;20;4;3;28;5;28;66000
627;45;3;2;25;6;14;38000
587;3;4;2;7;5;51;186000
65;71;2;3;4;5;40;40000
820;26;2;3;7;9;21;176000
642;43;2;2;27;0;39;180000
880;76;3;2;26;18;43;118000
577;11;1;1;25;0;15;192000
656;73;4;2;27;21;50;48000
564;9;2;2;13;5;31;132000
938;60;4;3;16;7;18;67000
433;98;1;3;18;1;25;135000
85;57;1;3;17;11;17;161000
508;38;2;1;5;20;54;84000
677;60;2;3;30;8;24;131000
34;88;2;2;23;1;20;17000
375;30;1;2;3;13;20;160000
647;72;3;3;8;0;48;53000
500;35;3;2;16;15;30;97000
151;13;1;1;10;20;36;37000
756;20;3;3;8;17;32;176000
652;68;1;2;8;8;51;96000
440;21;2;3;7;1;21;197000
271;77;1;2;21;3;50;115000
275;15;1;2;22;6;41;167000
271;1;3;2;14;16;20;185000
782;41;3;1;26;3;28;137000
224;72;3;2;28;22;41;176000
475;1;2;1;3;2;39;117000
737;4;4;3;16;6;48;11000
919;16;1;2;4;7;46;148000
70;20;4;3;29;6;55;137000
533;10;4;3;7;17;29;126000
444;34;1;3;1;16;59;196000
629;29;3;3;25;17;41;8000
641;53;4;3;3;2;47;15000
348;51;4;3;28;5;59;123000
775;23;1;3;23;22;14;141000
316;88;2;1;30;2;20;171000
418;11;3;1;19;4;17;199000
604;6;1;2;24;11;45;159000
971;84;1;1;20;22;45;1000
26;32;2;1;27;2;18;23000
230;79;2;2;23;20;13;179000
496;91;3;1;31;16;53;200000
769;1;4;3;25;14;40;42000
64;15;4;2;19;22;35;51000
960;68;3;2;25;16;38;59000
760;81;3;1;7;11;30;194000
812;78;4;1;3;0;36;5000
858;75;2;3;7;11;58;32000
505;30;1;1;6;21;52;57000
55;72;4;3;2;10;46;110000
532;66;2;1;27;23;34;79000
135;33;2;1;31;5;28;155000
561;63;2;2;9;19;43;110000
248;62;2;1;1;9;36;31000
62;17;4;3;18;23;25;115000
354;8;1;1;7;23;38;15000
389;44;4;1;30;8;33;29000
696;28;1;2;30;6;14;160000
201;62;2;1;18;15;20;96000
131;63;3;3;15;7;38;123000
440;7;4;1;11;3;22;28000
340;54;1;1;26;19;52;187000
525;25;2;2;3;1;13;8000
921;76;1;3;30;3;57;16000
265;39;2;2;14;11;18;35000
641;65;3;2;1;18;15;116000
92;40;2;3;25;6;56;166000
266;44;2;1;17;19;47;137000
35;65;3;1;31;2;52;150000
234;31;3;2;26;3;18;148000
834;7;1;1;30;1;22;51000
759;87;2;2;7;20;16;152000
916;71;4;1;22;13;54;89000
305;62;1;2;3;14;39;37000
494;98;3;2;11;6;46;134000
944;60;4;3;4;8;46;174000
269;92;4;2;18;20;31;70000
842;43;3;3;18;18;11;85000
